Sentence,BIO Tags
"According to the United States Food and Drug Administration (FDA), the mean level of mercury in American lobster between 2005 and 2007 was 0.107 ppm",O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
"The inclusion of a lobster recipe in this cookbook, especially one which does not make use of other more expensive ingredients, attests to the popularity of lobster among the wealthy",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O
"The price of lobster could vary widely due to various factors, but evidence indicates that lobster was regularly transported inland over long distances to meet popular demand",O O O B-ANIMAL O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O
The terms true shrimp or true prawn are sometimes used to mean what a particular person thinks is a shrimp or prawn,O O O B-ANIMAL O O O O O O O O O O O O O O O B-ANIMAL O O
"In the 20th century, the canneries were replaced with freezers."" In the 1970s, significant shrimp farming was initiated, particularly in China",O O O O O O O O O O O O O O B-ANIMAL O O O O O O
Cleaner shrimp feed on the parasites and necrotic tissue of the reef fish they groom,O B-ANIMAL O O O O O O O O O O O O O
"One of these pairs is very long and can be twice the length of the shrimp, while the other pair is quite short",O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O
"There is no reason to avoid using the terms shrimp or prawn when convenient, but it is important not to confuse them with the names or relationships of actual taxa",O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"Seahorses are also consumed by Indonesians, central Filipinos, and many other ethnic groups",B-ANIMAL O O O O O O O O O O O O
Thus the seahorse can get very close to the copepods on which it preys,O O B-ANIMAL O O O O O O O O O O O
"Seahorses are not very good swimmers, and for this reason they need to anchor themselves to seaweed, coral or anything else that will keep the seahorse in place",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O
"The supposed true ""freshwater seahorse"" called H",O O O O B-ANIMAL O O
"Monogamy Though seahorses are not known to mate for life, many species form pair bonds that last through at least the breeding season",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O
"The fossil record for starfish is ancient, dating back to the Ordovician around 450 million years ago, but it is rather sparse, as starfish tend to disintegrate after death",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O
"The crown-of-thorns starfish is particularly unattractive to potential predators, being heavily defended by sharp spines, laced with toxins and sometimes with bright warning colours",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
These starfish engulf piles of sediment removing the surface films and algae adhering to the particles,O B-ANIMAL O O O O O O O O O O O O O O
Ecological impact Starfish are keystone species in their respective marine communities,O O B-ANIMAL O O O O O O O O
"As collectables Starfish are in some cases taken from their habitat and sold to tourists as souvenirs, ornaments, curios or for display in aquariums",O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O
"Designer Clownfish, scientifically named A",O B-ANIMAL O O O
"""Sea anemone and clownfish microbiota diversity and variation during the initial steps of symbiosis""",O O O B-ANIMAL O O O O O O O O O O
"Thirty species of clownfish are recognized: one in the genus Premnas, while the remaining are in the genus Amphiprion",O O O B-ANIMAL O O O O O O O O O O O O O O O
"In popular culture In Disney Pixar's 2003 film Finding Nemo and its 2016 sequel Finding Dory main characters Nemo, his father Marlin, and his mother Coral are clownfish from the species A",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O
Clownfish sold from captivity make up a very small account (10%) of the total trade of these fishes,B-ANIMAL O O O O O O O O O O O O O O O O O
Sharks can only drift away from objects directly in front of them because their fins do not allow them to move in the tail-first direction,B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O
The respiratory and circulatory process begins when deoxygenated venous blood travels to the shark's two-chambered heart,O O O O O O O O O O O O O B-ANIMAL O O
Asexual There have been a number of documented cases in which a female shark who has not been in contact with a male has conceived a pup on her own through parthenogenesis,O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
Stories tell of men with shark jaws on their back who could change between shark and human form,O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O
"From 1962 to the present, the government of Queensland has targeted and killed sharks in large numbers by using drum lines, under a ""shark control"" program—this program has also inadvertently killed large numbers of other animals such as dolphins; it has also killed endangered hammerhead sharks",O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O B-ANIMAL
"In 2011, up to 12 dolphins were observed tail-walking, but only females appeared to learn the skill",O O O O O B-ANIMAL O O O O O O O O O O O
Military A number of militaries have employed dolphins for various purposes from finding mines to rescuing lost or trapped humans,O O O O O O O B-ANIMAL O O O O O O O O O O O O
"Though not quite as flexible as seals, they are faster; some dolphins can briefly travel at speeds of 29 kilometres per hour (18 mph) or leap about 9 metres (30 ft)",O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O O
"Dolphins are known to display non-reproductive sexual behavior, engaging in masturbation, stimulation of the genital area of other individuals using the rostrum or flippers, and homosexual contact",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O
"Playful dolphin interactions with humans are the most obvious examples, followed by those with humpback whales and dogs",O B-ANIMAL O O O O O O O O O O O O O O O O
"Other examples include the use of echolocation for hunting in low light conditions — which is the same hearing adaptation used by bats — and, in the rorqual whales, jaw adaptations, similar to those found in pelicans, that enable engulfment feeding",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O
"Whales are fast swimmers in comparison to seals, which typically cruise at 5–15 kn, or 9–28 kilometres per hour (5.6–17.4 mph); the fin whale, in comparison, can travel at speeds up to 47 kilometres per hour (29 mph) and the sperm whale can reach speeds of 35 kilometres per hour (22 mph)",B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O
"The meat, blubber and baleen of whales have traditionally been used by indigenous peoples of the Arctic",O O O O O O B-ANIMAL O O O O O O O O O O
"Locomotion Whales have two flippers on the front, and a tail fin",O B-ANIMAL O O O O O O O O O O
"As of 2015, aboriginal communities are allowed to take 280 bowhead whales off Alaska and two from the western coast of Greenland, 620 grey whales off Washington state, three common minke whales off the eastern coast of Greenland and 178 on their western coast, 10 fin whales from the west coast of Greenland, nine humpback whales from the west coast of Greenland and 20 off St",O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O B-ANIMAL O O O O O O B-ANIMAL O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O
"""Selective foraging by fish-eating killer whales Orcinus orca in British Columbia""",O O O O O O O B-ANIMAL O O O
"In March 2016, SeaWorld announced that they would be ending their orca breeding program and their theatrical shows",O O O O O O O O O O O B-ANIMAL O O O O O O
"In recent years, the extent of the public's interest in orcas has manifested itself in several high-profile efforts surrounding individuals",O O O O O O O O O O B-ANIMAL O O O O O O O O O
A 2019 study of Type D orcas also found them to be distinct from other populations and possibly even a unique species,O O O O O O B-ANIMAL O O O O O O O O O O O O O O O
Resident orcas in the eastern North Pacific live in particularly complex and stable social groups,O B-ANIMAL O O O O O O O O O O O O O
"But as these pig-fish are a noisy, contemptible set, mostly lurking in the mouths of rivers, and feeding on wet hay, and especially as they do not spout, I deny their credentials as whales; and have presented them with their passports to quit the Kingdom of Cetology."" A manatee called Wardell appears in the Animal Crossing: New Horizons video game",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O
"A manatee was spotted in the Wolf River harbor near the Mississippi River in downtown Memphis in 2006, and was later found dead 16 km (10 mi) downriver in McKellar Lake",O B-ANIMAL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
West Indian manatees were originally classified as endangered with the 1967 class of endangered species,O O B-ANIMAL O O O O O O O O O O O O
"Manatees have shorter snouts than their fellow sirenians, the dugongs",B-ANIMAL O O O O O O O O O
"The South Florida Museum's initial press release stated, “Early indications are that an access panel door that is normally bolted shut had somehow been knocked loose and that Snooty was able to swim in.” Guyana Since the 19th century, Georgetown, Guyana has kept West Indian manatees in its botanical garden, and later, its national park",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O O O O
It is generally accepted that the primary function of the narwhal tusk is associated with sexual selection,O O O O O O O O O O B-ANIMAL O O O O O O
"Specially adapted slow-twitch muscles, along with the jointed neck vertebrae and shallow dorsal ridge allow for easy movement through the Arctic environment, where the narwhal spends extended periods at great depths",O O O O O O O O O O O O O O O O O O O O O O O O B-ANIMAL O O O O O O
"Further functions of the narwhal tusk are debated: while some biologists suggest that narwhals use their tusks in fights, others argue that they may be of use in feeding",O O O O B-ANIMAL O O O O O O O O B-ANIMAL O O O O O O O O O O O O O O O
"Considered to have magical properties, narwhal tusks were used to counter poisoning, and all sorts of diseases such as measles and rubella",O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
"Alongside its tusk, the narwhal has a single pair of small vestigial teeth that reside in open tooth sockets in the upper jaw",O O O O B-ANIMAL O O O O O O O O O O O O O O O O O O
Stingrays do this by agitating the sand and hiding beneath it,B-ANIMAL O O O O O O O O O O
"Most stingrays feed primarily on mollusks, crustaceans and, occasionally, on small fish",O B-ANIMAL O O O O O O O O O O
The stinging cells of freshwater stingray branch out beyond the lateral grooves to cover a larger surface area along the entire blade,O O O O O B-ANIMAL O O O O O O O O O O O O O O O O
Freshwater stingrays in the Amazon feed on insects and break down their tough exoskeletons with mammal-like chewing motions,O B-ANIMAL O O O O O O O O O O O O O O O O
"Despite the number of cells and toxins that are within the stingray, there is little relative energy required to produce and store the venom",O O O O O O O O O O O B-ANIMAL O O O O O O O O O O O O
